NDC_Code,number_of_prescriptions,drug_name,average_billed_amount,median_billed_amount,average_paid_amount,average_allowed_amount,average_days_supply,average_quantity_dispensed
62765-361-65,1,PFIZERPEN,645.76,645.76,434.34,434.34,30.0,39.0
62769-816-59,1,AMPICILLIN SODIUM,1634.6,1634.6,1436.01,1436.01,60.0,79.0
62773-203-13,1,CEFOTETAN & DEXTROSE,381.15,381.15,231.37,231.37,30.0,35.0
62797-408-27,1,NAFCILLIN,1205.97,1205.97,1015.87,1015.87,90.0,121.0
62820-834-69,1,AVYCAZ,101.86,101.86,70.87,70.87,30.0,35.0
62829-662-13,1,CLOZARIL,494.78,494.78,322.28,322.28,30.0,29.0
62834-979-32,1,VABOMERE,742.12,742.12,588.45,588.45,30.0,43.0
62919-251-80,1,ARYMO ER,360.59,360.59,236.9,236.9,30.0,40.0
62953-284-61,1,INVANZ,554.54,554.54,473.99,473.99,30.0,25.0
62953-588-35,1,LOXAPINE,991.62,991.62,742.27,742.27,60.0,60.0
62999-679-12,1,TIMENTIN,293.13,293.13,216.51,216.51,30.0,31.0
63008-107-57,1,MORGIDOX,29.41,29.41,25.97,25.97,30.0,33.0
63065-280-13,1,OXYCODONE-ACETAMINOPHEN,2362.12,2362.12,2217.47,2217.47,90.0,134.0
63111-713-28,1,METRONIDAZOLE,314.09,314.09,205.01,205.01,30.0,28.0
63147-591-53,1,MAGNACET,2422.73,2422.73,2233.97,2233.97,90.0,97.0
63150-807-60,1,LOXAPINE,114.15,114.15,72.99,72.99,60.0,50.0
63184-357-85,1,CEFTIBUTEN,909.01,909.01,855.91,855.91,60.0,83.0
63188-874-36,1,LEVAQUIN,1340.93,1340.93,885.84,885.84,60.0,64.0
63214-297-73,1,QUETIAPINE FUMARATE,571.79,571.79,469.15,469.15,30.0,39.0
63245-978-95,1,XODOL 10-300,476.17,476.17,335.63,335.63,60.0,50.0
63287-862-13,1,VANCOMYCIN,159.11,159.11,107.53,107.53,30.0,34.0
63289-570-63,1,TYLOX,1349.0,1349.0,1136.47,1136.47,60.0,70.0
63328-789-63,2,PERSERIS,585.35,585.35,366.82,366.82,90.0,88.0
63359-134-68,1,ROXYBOND,454.49,454.49,288.05,288.05,30.0,25.0
63434-655-16,1,AUGMENTIN,831.19,831.19,713.74,713.74,30.0,39.0
63445-170-68,1,CLAFORAN,493.31,493.31,387.56,387.56,30.0,43.0
63469-126-26,1,CEFUROXIME,843.79,843.79,520.67,520.67,30.0,43.0
63474-374-58,1,TOBRAMYCIN SULFATE,1003.58,1003.58,917.93,917.93,30.0,43.0
63495-711-46,1,THIORIDAZINE HCL,2665.24,2665.24,2262.27,2262.27,90.0,110.0
63501-870-14,1,TOBI PODHALER,651.85,651.85,562.37,562.37,90.0,116.0
63507-967-32,1,AUGMENTIN XR,633.32,633.32,437.41,437.41,30.0,40.0
63535-168-43,1,LEVAQUIN,1180.08,1180.08,1105.26,1105.26,60.0,48.0
63543-392-98,1,CEFTIBUTEN,246.74,246.74,190.98,190.98,30.0,29.0
63556-727-16,1,CLINDAMYCIN PALMITATE HCL,270.72,270.72,234.89,234.89,30.0,39.0
63607-197-19,1,CEFOXITIN,1000.5,1000.5,823.04,823.04,30.0,44.0
63622-802-82,1,PENICILLIN V POTASSIUM,681.79,681.79,452.44,452.44,30.0,44.0
63635-992-84,1,TOBRAMYCIN,840.36,840.36,767.37,767.37,30.0,39.0
63664-787-94,1,CEFOTETAN & DEXTROSE,460.15,460.15,1060.57,345.11,30.0,34.0
63680-429-95,1,OXYCODONE CONCENTRATE,715.44,715.44,642.6,642.6,30.0,32.0
63686-989-51,1,ERYPED 200,528.31,528.31,335.69,335.69,30.0,41.0
63696-864-61,1,THIOTHIXENE,1694.93,1694.93,1083.74,1083.74,90.0,120.0
63718-224-97,1,ORBACTIV,598.13,598.13,433.88,433.88,30.0,44.0
63740-850-79,1,NUZYRA,439.07,439.07,326.15,326.15,30.0,37.0
63779-861-29,1,LEVOFLOXACIN,528.24,528.24,344.5,-344.5,30.0,36.0
63806-685-88,1,SEROQUEL,60.07,60.07,36.16,36.16,30.0,32.0
63807-636-26,1,METRONIDAZOLE,162.18,162.18,118.67,118.67,30.0,26.0
63815-949-90,1,CODEINE SULFATE,1676.77,1676.77,1225.56,1225.56,90.0,76.0
63841-226-52,1,LOXAPINE,106.18,106.18,86.45,86.45,30.0,39.0
63868-686-48,1,ABILIFY ASIMTUFII,709.51,709.51,471.41,471.41,30.0,42.0
63890-752-73,1,HALDOL DECANOATE 100,1403.97,1403.97,850.98,850.98,60.0,82.0
63899-715-71,1,CEFPROZIL,625.86,625.86,418.45,418.45,30.0,43.0
63938-149-74,1,OXYCONTIN,577.99,577.99,388.15,388.15,30.0,40.0
64003-618-70,1,BUTALB-ACETAMINOPH-CAFF-CODEIN,318.86,318.86,258.89,258.89,60.0,72.0
64065-791-75,1,TYLOX,1014.01,1014.01,681.8,681.8,90.0,99.0
64126-800-69,1,VANCOMYCIN HCL,371.7,371.7,267.33,267.33,30.0,40.0
64145-943-53,1,BUPRENORPHINE HCL,1017.72,1017.72,710.74,710.74,60.0,50.0
64203-723-75,1,MACRODANTIN,548.97,548.97,367.36,367.36,60.0,59.0
64207-228-77,1,OXYCONTIN,221.48,221.48,145.65,145.65,30.0,44.0
64243-273-16,1,LEVAQUIN,964.5,964.5,712.84,712.84,30.0,41.0
64380-271-28,1,AMPICILLIN-SULBACTAM,506.24,506.24,340.02,340.02,30.0,34.0
64418-132-94,1,ULTRAM,320.25,320.25,284.39,284.39,30.0,29.0
64437-790-39,1,XODOL 5-300,401.91,401.91,378.45,378.45,30.0,36.0
64545-442-14,1,XYLON 10,818.72,818.72,653.13,653.13,60.0,82.0
64622-872-93,1,PERPHENAZINE-AMITRIPTYLINE,177.5,177.5,151.01,151.01,60.0,57.0
64644-741-12,1,ENDODAN,971.06,971.06,611.8,611.8,30.0,41.0
64667-700-88,1,CIPROFLOXACIN HCL,1006.36,1006.36,653.68,653.68,30.0,42.0
64723-553-11,1,LEVOFLOXACIN-D5W,233.63,233.63,155.44,155.44,60.0,53.0
64738-723-34,1,ZYPREXA ZYDIS,1781.94,1781.94,1082.14,1082.14,90.0,116.0
64782-182-23,1,AEMCOLO,418.27,418.27,291.31,291.31,30.0,38.0
64820-741-72,1,AMOXICILLIN-CLAVULANATE POT ER,1277.14,1277.14,936.34,936.34,90.0,83.0
64850-839-15,1,CIPROFLOXACIN-D5W,266.22,266.22,210.53,210.53,60.0,79.0
64854-491-10,1,LEVORPHANOL TARTRATE,946.97,946.97,861.73,861.73,30.0,42.0
64897-630-61,1,INVEGA,471.44,471.44,384.28,384.28,30.0,33.0
64919-957-65,1,TYLENOL-CODEINE NO.4,849.19,849.19,549.22,549.22,30.0,45.0
64930-881-45,1,CHLORPROMAZINE HCL,240.41,240.41,189.53,189.53,90.0,114.0
64992-653-29,1,PENTAZOCINE-ACETAMINOPHEN,521.87,521.87,460.06,460.06,30.0,45.0
65006-209-14,1,OXYCODONE HCL-ASPIRIN,109.08,109.08,70.92,70.92,30.0,43.0
65024-337-65,1,MOXATAG,539.14,539.14,427.98,427.98,30.0,32.0
65035-773-88,1,VANCOMYCIN HCL,1272.52,1272.52,1196.83,1196.83,90.0,113.0
65041-791-61,1,TOBI PODHALER,433.27,433.27,339.04,339.04,60.0,74.0
65054-739-82,1,TOPIRAMATE,327.27,327.27,230.92,230.92,30.0,36.0
65070-125-54,1,HALOPERIDOL LACTATE,138.69,138.69,100.34,100.34,30.0,25.0
65110-192-12,1,MEPERIDINE HCL,441.23,441.23,300.28,300.28,30.0,30.0
65115-512-51,1,DISKETS,349.05,349.05,319.45,319.45,30.0,28.0
65162-939-56,1,CEFTRIAXONE,103.72,103.72,81.01,81.01,30.0,24.0
65191-377-77,1,LEVOFLOXACIN,350.32,350.32,325.19,325.19,90.0,82.0
65191-609-42,1,HALOPERIDOL,92.65,92.65,77.91,77.91,30.0,28.0
65293-529-18,1,OKEBO,654.79,654.79,513.19,513.19,60.0,52.0
65299-542-63,1,VANCOMYCIN,682.57,682.57,629.28,629.28,60.0,83.0
65399-817-49,1,MAXIDONE,909.75,909.75,678.48,678.48,30.0,38.0
65409-613-41,1,AMPICILLIN-SULBACTAM,656.62,656.62,559.63,559.63,60.0,57.0
65427-640-46,1,DORIPENEM,957.9,957.9,585.56,585.56,60.0,81.0
65459-465-31,1,AMPICILLIN-SULBACTAM,1645.3,1645.3,1407.84,1407.84,60.0,78.0
65500-664-60,1,TYGACIL,74.55,74.55,44.82,44.82,30.0,34.0
65540-980-59,1,OXYCODONE HCL-ASPIRIN,228.27,228.27,190.61,190.61,30.0,32.0
65563-863-88,1,NAFCILLIN SODIUM,49.34,49.34,39.32,39.32,30.0,26.0
65603-552-73,1,OFLOXACIN,37.9,37.9,34.16,34.16,30.0,26.0
65705-805-27,1,AZACTAM,624.82,624.82,563.19,563.19,30.0,40.0
65708-924-80,1,TAZICEF,140.39,140.39,86.39,86.39,30.0,37.0
65746-388-50,1,OLANZAPINE ODT,861.5,861.5,801.54,801.54,60.0,76.0
65782-691-41,1,HALOPERIDOL,1055.04,1055.04,959.12,959.12,30.0,45.0
65782-927-78,1,CEFEPIME,569.33,569.33,486.66,486.66,30.0,45.0
65832-943-12,1,FIRVANQ,483.67,483.67,445.33,445.33,30.0,44.0
65866-389-39,1,ZINACEF,2190.4,2190.4,1583.45,1583.45,90.0,104.0
65900-281-96,1,TRAMADOL HCL ER,616.82,616.82,486.59,486.59,30.0,27.0
65929-862-95,1,ASENAPINE MALEATE,10.26,10.26,9.15,9.15,30.0,31.0
65956-849-58,1,PENICILLIN G SODIUM,1296.32,1296.32,1046.83,1046.83,60.0,57.0
65964-324-19,1,ENDOCET,193.17,193.17,158.1,158.1,30.0,29.0
65964-872-67,1,PRIMSOL,993.02,993.02,889.16,889.16,60.0,52.0
65969-705-12,1,FENTANYL,119.37,119.37,97.23,97.23,30.0,36.0
66035-225-94,1,ZIPRASIDONE HCL,139.23,139.23,87.08,87.08,30.0,43.0
66112-457-60,1,METRO IV,1634.64,1634.64,1283.78,1283.78,60.0,66.0
66139-541-10,1,MORPHINE SULFATE,688.29,688.29,489.65,489.65,30.0,44.0
66202-798-52,1,CONZIP,240.97,240.97,203.25,203.25,30.0,27.0
66229-405-28,1,PROLATE,2069.38,2069.38,1919.01,1919.01,90.0,106.0
66273-162-92,1,NUZYRA,158.49,158.49,137.39,137.39,30.0,29.0
66273-627-51,1,LINCOMYCIN HCL,786.22,786.22,651.16,651.16,30.0,34.0
66288-537-45,1,PRIMLEV,479.09,479.09,372.8,372.8,60.0,78.0
66379-301-48,1,XYLON 10,178.2,178.2,157.73,157.73,30.0,30.0
66413-927-78,1,CEFAZOLIN SODIUM,221.45,221.45,165.81,165.81,60.0,67.0
66419-339-93,1,OXACILLIN SODIUM,26.04,26.04,21.65,21.65,60.0,76.0
66433-424-63,1,ACETAMIN-CAFF-DIHYDROCODEINE,445.32,445.32,402.59,402.59,30.0,35.0
66474-821-39,1,BUPRENORPHINE,191.2,191.2,115.55,115.55,30.0,35.0
66542-159-69,1,DAPTOMYCIN,549.46,549.46,453.27,453.27,30.0,31.0
66555-460-79,1,AVELOX,748.27,748.27,564.04,564.04,30.0,37.0
66557-107-80,1,INVEGA TRINZA,916.83,916.83,738.23,738.23,60.0,68.0
66605-682-46,1,CEFTAZIDIME,134.99,134.99,116.13,116.13,30.0,36.0
66614-455-93,1,NORCO,143.38,143.38,95.83,95.83,60.0,87.0
66724-684-24,1,INVEGA SUSTENNA,367.11,367.11,308.53,308.53,30.0,38.0
66800-226-12,1,VIBRAMYCIN,402.53,402.53,272.45,272.45,30.0,38.0
66839-867-76,1,DURAGESIC,164.05,164.05,153.3,153.3,60.0,73.0
66851-665-38,1,DISKETS,21.54,21.54,20.0,20.0,30.0,36.0
66852-674-62,1,ABSTRAL,90.36,90.36,83.6,83.6,60.0,54.0
66855-906-67,1,ZYDONE,1086.17,1086.17,843.38,843.38,60.0,79.0
66862-456-88,1,OXYCONTIN,662.52,662.52,445.71,445.71,30.0,42.0
66870-595-95,1,VANCOMYCIN HCL,77.16,77.16,53.5,53.5,30.0,28.0
66896-374-24,1,CEFOXITIN,776.28,776.28,648.28,648.28,30.0,36.0
66911-736-66,1,SEROQUEL,640.99,640.99,447.31,447.31,30.0,41.0
66928-567-37,1,NEOMYCIN SULFATE,691.48,691.48,504.0,504.0,60.0,81.0
66981-496-76,1,TOBI,1417.93,1417.93,1275.33,1275.33,60.0,61.0
67020-124-42,1,AMOX TR-POTASSIUM CLAVULANATE,1261.18,1261.18,853.31,853.31,60.0,52.0
67022-195-60,1,AUGMENTIN XR,826.07,826.07,629.78,629.78,30.0,40.0
67077-103-14,1,AMPICILLIN SODIUM,416.06,416.06,366.55,366.55,30.0,27.0
67079-117-86,1,REPREXAIN,424.34,424.34,385.21,385.21,30.0,31.0
67113-655-93,1,OXYCODONE HCL-ACETAMINOPHEN,446.05,446.05,378.29,378.29,30.0,31.0
67131-270-61,1,OXYCODONE HCL-ACETAMINOPHEN,565.86,565.86,423.47,423.47,90.0,83.0
67153-119-38,1,CLEOCIN PALMITATE,268.71,268.71,211.0,211.0,30.0,28.0
67174-940-50,1,CIPRO I.V.,2022.92,2022.92,1449.32,1449.32,90.0,86.0
67212-831-27,1,CLAFORAN,425.76,425.76,341.07,341.07,60.0,56.0
67238-753-36,1,TAZICEF,130.76,130.76,112.0,112.0,30.0,43.0
67251-992-96,1,TINDAMAX,1538.43,1538.43,1281.55,1281.55,60.0,83.0
67263-941-49,1,FLAGYL,250.82,250.82,161.66,-161.66,30.0,37.0
67268-408-38,1,LOXITANE,901.2,901.2,749.69,749.69,30.0,39.0
67321-375-52,1,AZITHROMYCIN,332.97,332.97,272.37,272.37,30.0,37.0
67436-292-15,1,ERYPED 200,51.98,51.98,37.18,37.18,60.0,84.0
67465-256-26,1,HYDROMORPHONE HCL,251.25,251.25,218.11,218.11,30.0,37.0
67478-213-38,1,TRIMETHOPRIM,354.25,354.25,214.29,214.29,30.0,32.0
67511-478-26,1,METRONIDAZOLE,532.12,532.12,486.4,486.4,30.0,26.0
67560-313-68,1,CLINDAMYCIN PALMITATE HCL,1026.67,1026.67,680.25,680.25,60.0,57.0
67566-587-57,1,SYNERCID,123.4,123.4,88.97,88.97,30.0,37.0
67572-270-48,1,ADOXA,851.58,851.58,739.48,739.48,60.0,49.0
67600-230-67,1,CO-GESIC,255.03,255.03,189.64,189.64,30.0,44.0
67614-588-52,1,SPECTRACEF,367.59,367.59,288.75,288.75,30.0,25.0
67646-861-86,1,CEFUROXIME SODIUM,384.99,384.99,277.04,277.04,30.0,35.0
67755-168-92,1,HYDROCODONE-ACETAMINOPHEN,1989.52,1989.52,1705.53,1705.53,90.0,96.0
67854-408-72,1,ERYTHROCIN LACTOBIONATE,362.91,362.91,319.49,319.49,90.0,112.0
67949-942-96,1,ULTRACET,437.19,437.19,368.1,368.1,90.0,92.0
67985-575-88,1,LEVAQUIN,927.59,927.59,857.14,857.14,30.0,44.0
68065-661-83,1,TRAMADOL HCL-ACETAMINOPHEN,644.05,644.05,544.32,544.32,60.0,50.0
68068-330-17,1,AMOXICILLIN,782.48,782.48,711.97,711.97,30.0,35.0
68072-765-40,1,MORGIDOX,689.86,689.86,557.01,557.01,30.0,33.0
68107-643-87,1,XIMINO,407.81,407.81,303.48,303.48,30.0,25.0
68129-196-95,1,VANCOMYCIN HCL-0.9% NACL,135.37,135.37,84.12,84.12,30.0,28.0
68136-536-81,1,PRIMSOL,1326.95,1326.95,1233.91,1233.91,60.0,55.0
68164-183-83,1,ACETAMIN-CAFF-DIHYDROCODEINE,393.07,393.07,319.3,319.3,30.0,27.0
68197-498-46,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,118.72,118.72,92.86,92.86,30.0,27.0
68199-935-62,1,CAPLYTA,25.65,25.65,22.67,22.67,30.0,36.0
68203-842-90,1,CLEOCIN PALMITATE,386.6,386.6,344.39,344.39,30.0,43.0
68217-187-98,1,CEFAZOLIN SODIUM,1997.4,1997.4,1454.06,1454.06,60.0,81.0
68256-976-73,1,TOBI,90.76,90.76,63.2,63.2,30.0,28.0
68257-211-63,1,HYDROMORPHONE ER,585.63,585.63,466.61,466.61,30.0,31.0
68316-646-48,1,KADIAN,299.36,299.36,204.58,204.58,30.0,40.0
68402-798-67,1,QUETIAPINE FUMARATE,1137.28,1137.28,716.51,716.51,60.0,50.0
68419-486-37,1,CEFOTETAN & DEXTROSE,356.68,356.68,316.2,316.2,60.0,68.0
68424-927-43,1,XIFAXAN,214.58,214.58,150.33,150.33,30.0,31.0
68541-489-66,1,XODOL 10-300,91.75,91.75,55.28,55.28,30.0,41.0
68562-903-83,1,MEPERITAB,666.23,666.23,450.44,450.44,90.0,108.0
68703-849-47,1,CIPROFLOXACIN-D5W,815.08,815.08,763.6,763.6,30.0,42.0
68741-235-83,1,FENTANYL CITRATE,86.19,86.19,66.0,66.0,30.0,33.0
68756-610-11,1,E.E.S. 200,1508.57,1508.57,1087.61,1087.61,60.0,74.0
68769-753-93,1,ZYPREXA ZYDIS,66.64,66.64,54.63,54.63,30.0,45.0
68850-548-13,1,CEFIXIME,707.38,707.38,592.18,592.18,60.0,53.0
68857-892-18,1,ARISTADA,830.73,830.73,507.33,507.33,90.0,83.0
68913-775-24,1,INVEGA SUSTENNA,621.12,621.12,557.04,557.04,30.0,27.0
68918-632-58,1,LORCET PLUS,755.69,755.69,511.48,511.48,30.0,44.0
68982-257-57,1,ZIPRASIDONE MESYLATE,49.11,49.11,42.56,42.56,30.0,41.0
68992-388-46,1,BUTORPHANOL TARTRATE,38.49,38.49,25.39,25.39,30.0,42.0
69006-782-55,1,BELLADONNA-OPIUM,1399.27,1399.27,856.35,856.35,60.0,72.0
69051-346-64,1,MOXIFLOXACIN HCL,860.35,860.35,704.09,704.09,30.0,35.0
69060-920-28,1,HYDROCODONE-ACETAMINOPHEN,387.13,387.13,342.61,342.61,30.0,32.0
69088-600-89,1,LYBALVI,641.94,641.94,480.98,480.98,30.0,30.0
69105-197-42,1,FENTANYL,233.17,233.17,179.34,179.34,30.0,43.0
69106-603-33,1,DOXYCYCLINE HYCLATE,416.69,416.69,393.24,393.24,30.0,27.0
69114-395-17,1,XERAVA,188.87,188.87,119.58,119.58,30.0,43.0
69125-324-90,1,STAGESIC,986.56,986.56,698.84,698.84,90.0,92.0
69126-932-76,1,LORTAB,1381.27,1381.27,1067.49,1067.49,90.0,84.0
69137-722-20,1,ZOSYN,600.6,600.6,490.89,490.89,60.0,84.0
69247-935-73,1,HALOPERIDOL,754.7,754.7,561.0,561.0,30.0,38.0
69278-547-52,1,TINIDAZOLE,1487.64,1487.64,1296.68,1296.68,60.0,68.0
69310-590-56,1,LEVORPHANOL TARTRATE,201.45,201.45,170.61,170.61,60.0,75.0
69337-838-47,1,ROXICODONE,96.82,96.82,73.97,73.97,30.0,39.0
69381-959-26,1,MEROPENEM,513.66,513.66,308.86,308.86,30.0,27.0
69391-165-87,1,ZOSYN,225.23,225.23,192.88,192.88,30.0,33.0
69441-212-57,1,VANCOMYCIN-D5W,250.22,250.22,234.98,234.98,30.0,38.0
69469-637-12,1,RISPERDAL,2172.09,2172.09,1356.05,1356.05,90.0,118.0
69502-823-26,1,SOLOSEC,355.41,355.41,261.24,261.24,60.0,79.0
69519-813-57,1,BELLADONNA-OPIUM,720.68,720.68,494.85,494.85,30.0,38.0
69541-530-60,1,PENICILLIN V POTASSIUM,131.27,131.27,106.43,106.43,60.0,50.0
69544-969-22,1,HALOPERIDOL,703.11,703.11,485.79,485.79,30.0,37.0
69562-671-95,1,MEROPENEM,1147.77,1147.77,924.82,924.82,60.0,66.0
69567-506-93,1,LINEZOLID-0.9% NACL,1045.04,1045.04,982.42,982.42,30.0,45.0
69576-574-54,1,PENICILLIN G POTASSIUM,489.25,489.25,369.11,369.11,30.0,30.0
69589-350-84,1,NUZYRA,1967.49,1967.49,1746.19,1746.19,60.0,87.0
69615-165-10,1,ARISTADA INITIO,596.84,596.84,387.25,387.25,30.0,28.0
69619-680-52,1,BAXDELA,392.17,392.17,332.65,332.65,60.0,65.0
69659-972-65,1,ULTRACET,475.49,475.49,335.41,335.41,30.0,30.0
69709-708-32,1,CEDAX,-247.83,-247.83,171.65,171.65,90.0,112.0
69718-201-15,1,MAGNACET,425.57,425.57,337.83,337.83,30.0,44.0
69743-504-70,1,ERYTHROCIN LACTOBIONATE,1510.16,1510.16,1180.87,1180.87,90.0,107.0
69758-205-32,1,CLINDAMYCIN (PEDIATRIC),1909.84,1909.84,1662.13,1662.13,90.0,78.0
69783-417-51,1,CIPROFLOXACIN HCL,-185.1,-185.1,141.02,141.02,30.0,39.0
69822-599-75,1,UNASYN,285.5,285.5,218.81,218.81,30.0,35.0
69838-710-58,1,XTAMPZA ER,1549.05,1549.05,1334.56,1334.56,90.0,99.0
69851-329-55,1,OLANZAPINE,13.89,13.89,12.23,12.23,30.0,35.0
69891-578-20,1,TOBRAMYCIN SULFATE,2029.27,2029.27,1584.44,1584.44,90.0,106.0
69901-965-86,1,RISPERDAL CONSTA,699.4,699.4,448.7,448.7,30.0,29.0
69946-699-73,1,CEFOTAXIME SODIUM,112.09,112.09,90.04,90.04,30.0,42.0
69970-502-77,1,BICILLIN L-A,491.75,491.75,397.62,397.62,30.0,32.0
70014-820-69,1,OXECTA,775.28,775.28,723.79,723.79,30.0,38.0
70025-789-41,1,VIBRAMYCIN,492.23,492.23,447.14,447.14,30.0,30.0
70040-155-18,1,BUPRENORPHINE,583.77,583.77,358.09,358.09,30.0,27.0
70142-677-13,1,CIPROFLOXACIN-D5W,378.88,378.88,350.67,350.67,30.0,37.0
70175-689-59,1,BACTRIM DS,124.99,124.99,83.73,83.73,60.0,49.0
70246-256-31,1,METHADOSE,649.39,649.39,450.9,450.9,90.0,80.0
70251-785-77,1,ERTAPENEM,34.85,34.85,32.95,32.95,30.0,27.0
70315-135-23,1,ACTIQ,104.7,104.7,89.66,89.66,30.0,33.0
70316-319-73,1,ADOXA,483.25,483.25,406.35,406.35,30.0,31.0
70318-942-62,1,DURAGESIC,36.53,36.53,26.89,26.89,30.0,26.0
70342-977-34,1,CLINDAMYCIN PALMITATE HCL,866.53,866.53,740.77,740.77,30.0,41.0
70383-426-70,1,CEFTAZIDIME,284.49,284.49,187.27,187.27,30.0,41.0
70400-991-95,1,PIMOZIDE,447.73,447.73,367.83,367.83,30.0,28.0
70448-981-46,1,AMPICILLIN TRIHYDRATE,1522.98,1522.98,1215.72,1215.72,60.0,77.0
70457-192-49,1,OXACILLIN,12.44,12.44,7.87,7.87,30.0,39.0
70502-225-55,1,XENLETA,641.74,641.74,1069.89,470.67,60.0,84.0
70521-386-61,1,EMBEDA,1596.62,1596.62,1317.05,1317.05,60.0,69.0
70552-844-44,1,RISPERDAL,73.35,73.35,44.13,44.13,30.0,41.0
70574-112-35,1,LORCET,275.87,275.87,215.48,215.48,30.0,40.0
70576-188-42,1,DORIPENEM,324.84,324.84,248.23,248.23,60.0,66.0
70677-799-11,1,CEFOTAN,829.8,829.8,741.87,741.87,30.0,43.0
70733-720-92,1,AVELOX IV,341.11,341.11,246.41,246.41,30.0,32.0
70742-357-55,1,VABOMERE,340.59,340.59,254.69,254.69,30.0,26.0
70783-197-73,1,MONODOX,86.24,86.24,76.39,76.39,30.0,40.0
70845-534-81,1,PERPHENAZINE-AMITRIPTYLINE,2044.02,2044.02,1919.37,1919.37,90.0,97.0
70869-417-85,1,MEPERIDINE HCL,44678.6708456644,44678.6708456644,510.87,510.87,30.0,30.0
70875-328-45,1,FENTORA,1471.52,1471.52,1223.32,1223.32,60.0,74.0
70880-963-93,1,VIBRAMYCIN,1821.99,1821.99,1255.07,1255.07,60.0,90.0
70913-902-61,1,PENTAZOCINE-NALOXONE HCL,277.2,277.2,210.77,210.77,30.0,26.0
70951-668-56,1,PENICILLIN V POTASSIUM,1479.6,1479.6,1361.5,1361.5,60.0,87.0
70978-660-87,1,ZOHYDRO ER,1389.27,1389.27,872.43,872.43,90.0,108.0
71077-258-15,1,OXACILLIN,992.34,992.34,733.32,733.32,30.0,41.0
71227-678-59,1,VABOMERE,131.12,131.12,101.45,101.45,30.0,44.0
71229-540-49,1,BUTALB-CAFF-ACETAMINOPH-CODEIN,789.79,789.79,558.47,558.47,30.0,36.0
71244-259-33,1,GEODON,179.95,179.95,130.15,130.15,30.0,28.0
71262-883-93,1,UNASYN,217.88,217.88,134.38,134.38,30.0,30.0
71277-620-62,1,INVEGA,624.54,624.54,471.12,471.12,30.0,36.0
71332-681-78,1,CEFDINIR,81.47,81.47,61.49,61.49,30.0,42.0
71334-230-89,1,VANCOCIN HCL,451.43,451.43,308.34,308.34,60.0,54.0
71368-328-11,1,OXAYDO,311.32,311.32,224.42,224.42,30.0,44.0
71403-579-86,1,BIAXIN XL,24.95,24.95,18.2,18.2,60.0,60.0
71449-352-16,1,LEVOFLOXACIN-D5W,460.06,460.06,362.82,362.82,60.0,63.0
71463-349-22,1,HALDOL,889.08,889.08,602.68,602.68,60.0,48.0
71508-728-42,2,ROCEPHIN,242.74,242.74,214.27,214.27,30.0,25.0
71511-134-63,1,OXYMORPHONE HCL,171.8,171.8,154.74,154.74,60.0,68.0
71578-275-84,1,XIFAXAN,677.72,677.72,407.33,407.33,30.0,38.0
71600-986-89,1,OXYCODONE HCL,1199.83,1199.83,1113.82,1113.82,90.0,134.0
71690-559-77,1,CEFTIN,123.7,123.7,101.58,101.58,30.0,35.0
71712-938-18,1,AMOXICILLIN-CLAVULANATE ER,180.93,180.93,147.31,147.31,30.0,26.0
71732-501-38,1,SECUADO,290.35,290.35,273.33,273.33,30.0,30.0
71767-231-57,1,ZOSYN,1645.84,1645.84,1051.25,1051.25,90.0,74.0
71776-413-26,1,PENICILLIN G POTASSIUM,83.16,83.16,77.39,77.39,30.0,45.0
71779-517-46,1,ULTRACET,714.23,714.23,588.22,588.22,90.0,82.0
71798-953-31,1,MS CONTIN,700.21,700.21,460.81,460.81,30.0,32.0
71831-235-17,1,CEFEPIME,404.27,404.27,317.21,317.21,60.0,79.0
71869-474-54,1,E.E.S. 200,1735.83,1735.83,1399.08,1399.08,60.0,79.0
71881-867-81,1,TREZIX,934.18,934.18,587.05,587.05,90.0,72.0
71917-164-60,1,OXYCODONE HCL ER,989.06,989.06,657.69,657.69,30.0,44.0
71937-385-95,1,MONODOX,403.75,403.75,310.49,310.49,90.0,77.0
71948-835-67,1,ABSTRAL,658.83,658.83,420.56,420.56,60.0,82.0
71961-192-93,1,RISPERDAL,497.34,497.34,325.63,325.63,30.0,28.0
72128-925-37,1,MONUROL,737.41,737.41,467.51,467.51,60.0,52.0
72156-639-95,1,SUBSYS,119.19,119.19,85.88,85.88,30.0,37.0
72169-863-67,1,XENLETA,845.97,845.97,777.81,777.81,30.0,42.0
72186-480-20,1,MOXIFLOXACIN,32.17,32.17,21.55,21.55,60.0,60.0
72191-978-91,1,SAPHRIS,598.87,598.87,496.41,496.41,30.0,33.0
72194-882-41,1,GENTAMICIN SULFATE IN NS,1235.13,1235.13,1063.53,1063.53,90.0,83.0
72208-179-30,1,PRIMSOL,1108.98,1108.98,841.66,841.66,90.0,76.0
72209-355-56,1,HALDOL DECANOATE 100,673.52,673.52,526.03,526.03,30.0,37.0
72224-801-19,1,VERSACLOZ,544.79,544.79,399.21,399.21,30.0,27.0
72332-369-37,1,INVEGA TRINZA,882.83,882.83,814.04,814.04,30.0,45.0
72380-247-89,1,CHLORPROMAZINE HCL,62.26,62.26,56.06,56.06,90.0,84.0
72381-779-62,1,NUCYNTA,95.06,95.06,66.47,66.47,90.0,80.0
